skills_text,domain_label,difficulty_level
"Ethereum, ZK proofs, consensus algorithms, Rust, Go, Hardhat, JavaScript, teamwork, smart contracts, Solidity, documentation",Blockchain Developer,Hard
"bootloader development, C, GPIO, oscilloscope, ARM, FreeRTOS, I2C, scrum, SPI, C++, teamwork",Embedded Systems Engineer,Medium
"Linux kernel, C, FPGA, C++, microcontrollers, SPI, I2C, GPIO, FreeRTOS",Embedded Systems Engineer,Medium
"Java, code review, C++, Rust, OOP, data structures, performance profiling, Linux",Software Engineer,Medium
"oscilloscope, safety-critical systems, firmware, I2C, Linux kernel, Python, leadership, RTOS, debugging",Embedded Systems Engineer,Medium
"ArgoCD, Jenkins, Kubernetes, Docker, Istio, Python, Git, service mesh, AWS, Ansible, Terraform",DevOps Engineer,Hard
"Tableau Server, data visualization, data cleaning, Power BI, Tableau, Tableau Desktop, Google Sheets, Excel",Data Analyst,Easy
"JUnit, Git, Selenium, API testing, performance testing, Postman, Python, CI/CD, test planning",QA Automation Engineer,Medium
"CDN, Azure, Google Cloud Platform, Google Cloud, Jira, VPC, cloud architecture, Linux, EC2, presentation, GCP, IAM",Cloud Engineer,Easy
"Android, Bluetooth, Swift, native modules, mobile UI, Kotlin, Redux, Dart, JavaScript",Mobile App Developer,Medium
"Java, Git, problem solving, data structures, design patterns, system design, debugging, Linux, SQL",Software Engineer,Easy
"CI/CD, Bash scripting, SRE practices, Ansible, scrum, Prometheus, Linux, AWS, Kubernetes, monitoring",DevOps Engineer,Hard
"feature selection, statistics, python, hypothesis testing, numpy, clustering, regression, scikit-learn",Data Scientist,Easy
"Redis, REST API, Django, server-side development, Git, Python, Node.js",Backend Developer,Easy
"test planning, test automation, communication, contract testing, Pytest, Python, JUnit, API testing, Selenium, Git, Cypress, time management",QA Automation Engineer,Medium
"JWT, FastAPI, Git, MongoDB, server-side development",Backend Developer,Medium
"smart contracts, Ethereum, NFT, Truffle, consensus algorithms, DeFi, scrum, Cosmos SDK, Solidity, Web3.js, JavaScript, DAO governance",Blockchain Developer,Medium
"JUnit, Python, test automation, behavior-driven development, test planning, Selenium, BDD, k6, Selenium WebDriver, Pytest, presentation",QA Automation Engineer,Medium
"Cosmos SDK, Confluence, Hardhat, smart contracts, web3, Web3.js, JavaScript, cryptography, Solidity, consensus algorithms, Ethereum, Web3",Blockchain Developer,Medium
"CSS, user research, teamwork, Adobe XD, HTML, leadership, prototyping",UI/UX Designer,Easy
"Docker, SLO/SLA, Elasticsearch Logstash Kibana, Git, Python, observability, Go, Grafana, ELK stack, incident management, ELK",Site Reliability Engineer,Medium
"debugging, scrum, compiler design, object oriented, object-oriented programming, SQL, Rust, OOP, code review, Confluence, algorithms",Software Engineer,Medium
"transformers, Confluence, scikit-learn, ONNX, pandas, CUDA, communication, numpy, model evaluation, RNN, keras",AI/ML Engineer,Medium
"Linux, algorithms, Git, scrum, Java, performance profiling, design patterns, unit testing",Software Engineer,Medium
"Python, UART, RTOS, safety-critical systems, C, firmware, documentation, microcontrollers, I2C",Embedded Systems Engineer,Medium
"database optimization, Python, PostgreSQL, SQL, Git, caching strategies, documentation, Node.js, Django, Jira, Redis, microservices",Backend Developer,Hard
"pandas, tensorflow, OpenCV, scikit-learn, keras, NLP, python, machine learning, feature engineering",AI/ML Engineer,Easy
"Google Sheets, pivot tables, business intelligence, Excel, time management, dashboard design, SQL, Python, data cleaning",Data Analyst,Easy
"presentation, Kubernetes, observability, capacity planning, error budgets, Grafana, Docker, Linux, reliability targets, service level objectives, Terraform, time management, incident management, chaos engineering, SLO/SLA, on-call",Site Reliability Engineer,Hard
"API testing, Python, Pytest, chaos testing, test planning, Git, Selenium WebDriver, test automation, Selenium",QA Automation Engineer,Medium
"Web3.js, Go, time management, consensus algorithms, cryptography, Truffle, smart contracts, web3, NFT, JavaScript, Web3",Blockchain Developer,Medium
"Python, concurrency, C++, Rust, data structures, OOP, algorithms, code review, Linux, Go, Java, system design",Software Engineer,Hard
"TypeScript, HTML, Redux, Node, CSS, REST API, NodeJS, Express, JavaScript, Node.js, JWT",Full Stack Developer,Medium
"algorithms, SQL, code review, system design, data structures, Python, problem solving, Java, design patterns, OOP",Software Engineer,Easy
"Figma, user flows, wireframing, information architecture, Sketch, prototyping, user research, wireframes, design tokens, low-fidelity design, interaction design",UI/UX Designer,Medium
"server-side development, fast api, SQL, FastAPI, Python, REST API, leadership, PostgreSQL, Go, Node.js, Python API, Docker",Backend Developer,Medium
"ARM, RTOS, SPI, Python, I2C, UART, firmware, scrum, real-time operating system",Embedded Systems Engineer,Easy
"Redux, CSS, NoSQL, REST API, Next.js, Git, HTML, AWS, performance optimization, MongoDB, Mongo",Full Stack Developer,Medium
"Git, native modules, REST API, Redux, JavaScript, offline-first, communication, TypeScript",Mobile App Developer,Medium
"Terraform, CloudFormation, GCP, networking, Azure, cloud architecture, time management, Lambda, load balancing, AWS, cloud security, Linux",Cloud Engineer,Hard
"OOP, unit testing, Git, system design, data structures, Go, performance profiling, Python, teamwork",Software Engineer,Medium
"RNN, tensorflow, huggingface, deep learning, pandas, CNN, machine learning, pytorch",AI/ML Engineer,Easy
"Google Sheets, presentation, Tableau, communication, Power BI, data cleaning, data visualization, reporting, Python, Looker, dashboard design, window functions",Data Analyst,Medium
"Nmap, Wireshark, network security, Linux, cryptography, presentation, SIEM, firewalls, vulnerability assessment, agile, OWASP, security information and event management",Cybersecurity Analyst,Easy
"CSS, REST API, Redux, Next.js, TypeScript, JavaScript",Full Stack Developer,Easy
"Flask, Kafka, Docker, caching strategies, REST API, Django, authentication, Node.js, documentation, server-side development, MongoDB",Backend Developer,Medium
"Bayesian statistics, clustering, SQL, data wrangling, pandas, forecasting, database queries, MySQL, seaborn, statistics, PostgreSQL, feature selection, python",Data Scientist,Medium
"CI/CD, Cucumber, test planning, behavior-driven development, Jira, performance testing, Selenium, BDD, Docker, Postman, API testing",QA Automation Engineer,Medium
"tensorflow, scikit-learn, triton, python, model quantization, pandas, RNN, CUDA, LSTM, machine learning",AI/ML Engineer,Hard
"oscilloscope, bootloader development, Python, debugging, firmware, RTOS, DSP, microcontrollers, VHDL, C, UART, I2C, ARM",Embedded Systems Engineer,Hard
"accessibility, prototyping, leadership, user flows, CSS, agile, Figma, design systems, HTML, Sketch, wireframing, user research",UI/UX Designer,Easy
"DeFi, web3, Hardhat, scrum, Ethereum, Web3.js, IPFS, Solidity, Web3, communication, Truffle",Blockchain Developer,Easy
"behavior-driven development, Git, visual regression, Selenium, Python, contract testing, BDD, k6, API testing",QA Automation Engineer,Hard
"scrum, JWT, Python, PostgreSQL, SQL, FastAPI, Django, authentication",Backend Developer,Medium
"documentation, Python, Git, distributed tracing, incident management, ELK stack, AWS, Linux",Site Reliability Engineer,Medium
"MongoDB, leadership, server-side development, JWT, SQL, communication, Flask, PostgreSQL",Backend Developer,Medium
"Confluence, Hardhat, Web3.js, JavaScript, Rust, documentation, DeFi, cryptography, Ethereum, smart contracts, Solidity",Blockchain Developer,Medium
"unit testing, agile, system design, design patterns, algorithms, OOP, Go, Python, C++",Software Engineer,Medium
"TypeScript, HTML, JavaScript, PostgreSQL, Node.js, Docker, Express, MongoDB",Full Stack Developer,Easy
"numpy, regression, SQL, feature selection, statistics, pandas, database queries, PostgreSQL, time series, Spark, MySQL, data wrangling, scikit-learn",Data Scientist,Medium
"PostgreSQL, FastAPI, server-side development, SQL, Redis, Python, Confluence, presentation",Backend Developer,Easy
"data visualization, pivot tables, time management, business intelligence, Power BI, Tableau, data cleaning, Excel, reporting, Looker",Data Analyst,Medium
"python, numpy, statistics, Bayesian statistics, matplotlib, seaborn, data wrangling, Jupyter, pandas",Data Scientist,Medium
"machine learning, computer vision, tensorflow, pandas, huggingface, neural networks, python",AI/ML Engineer,Easy
"firewalls, Python, SOC, incident response, cryptography, scrum, agile, Linux, OWASP, penetration testing",Cybersecurity Analyst,Easy
"ARM, power optimization, debugging, Python, RTOS, Linux kernel, presentation, firmware, I2C, FreeRTOS, leadership",Embedded Systems Engineer,Medium
"Google Flutter, Git, Swift, native modules, time management, Flutter/Dart, Android, Flutter, REST API, Kotlin, Firebase, mobile UI",Mobile App Developer,Medium
"Docker, JUnit, Python, Postman, Pact, Git, SQL, CI/CD, Selenium, Jira, test automation, Playwright",QA Automation Engineer,Hard
"Firebase, Swift, Kotlin, Dart, agile, Git, Android, TypeScript, React Native, mobile UI, app store deployment",Mobile App Developer,Medium
"debugging, SPI, AUTOSAR, Python, FPGA, VHDL, I2C, GPIO, UART, firmware, C",Embedded Systems Engineer,Hard
"C++, performance profiling, Java, data structures, unit testing, design patterns, Linux, algorithms, time management",Software Engineer,Medium
"ARM architecture, documentation, FreeRTOS, Linux kernel, ARM, microcontrollers, time management, RTOS, ARM Cortex, C++, Python",Embedded Systems Engineer,Easy
"wireframing, user research, CSS, design tokens, service design, scrum, Sketch, user flows, accessibility, design systems, HTML",UI/UX Designer,Medium
"continuous integration, Python, pipeline, Jira, Jenkins, scrum, ArgoCD, Git, CI/CD, continuous deployment, Grafana, AWS, Prometheus",DevOps Engineer,Hard
"data cleaning, Power BI, SQL, data visualization, dashboard design, window functions, scrum, KPI tracking, documentation",Data Analyst,Medium
"Grafana, CI/CD, Jenkins, Linux, Ansible, Terraform, Git, Python",DevOps Engineer,Medium
"communication, CI/CD, pipeline, GitOps, Terraform, continuous deployment, Confluence, Linux, Bash scripting, Ansible, AWS, continuous integration, monitoring, Python, Docker, automation",DevOps Engineer,Hard
"Docker, SLO/SLA, observability, OpenTelemetry, ELK stack, teamwork, reliability targets, service level objectives, Grafana, Linux",Site Reliability Engineer,Medium
"TypeScript, JavaScript, React Native, iOS, mobile UI, Flutter, Git, Dart, Redux",Mobile App Developer,Easy
"window functions, data cleaning, Tableau Server, agile, dbt, Excel, Google Sheets, Tableau Desktop, Tableau, data visualization",Data Analyst,Medium
"HTML, CSS, JavaScript, MongoDB, time management, TypeScript, REST API, Express",Full Stack Developer,Easy
"OpenCV, tensorflow, leadership, python, TF, distributed training, pandas, deep learning, kubeflow, RLHF, computer vision, TensorFlow",AI/ML Engineer,Hard
"reliability targets, Elasticsearch Logstash Kibana, SLO/SLA, Kubernetes, Go, scrum, on-call, communication, Grafana, Linux, incident management, Git, service level objectives, ELK stack, ELK",Site Reliability Engineer,Medium
"time management, data visualization, reporting, Python, presentation, business intelligence, Google Sheets, SQL, KPI tracking, Excel, data modeling",Data Analyst,Medium
"CSS, Express, GraphQL, Next.js, Git, HTML, Kubernetes, Docker",Full Stack Developer,Medium
"cloud architecture, CDN, agile, AWS, networking, Lambda, VPC, Azure, leadership",Cloud Engineer,Medium
"Python, Docker, Go, agile, REST API, fast api, Python API, authentication, FastAPI, server-side development, Redis, SQL, PostgreSQL",Backend Developer,Medium
"Postman, Selenium, Cucumber, Docker, API testing, SQL, presentation, scrum, BDD, test automation, behavior-driven development, test planning",QA Automation Engineer,Easy
"toil reduction, Grafana, Linux, Python, Jira, incident management, documentation, Git, ELK stack",Site Reliability Engineer,Medium
"documentation, Terraform, observability, toil reduction, Python, Git, Kubernetes, incident management, Docker, Linux",Site Reliability Engineer,Medium
"Jupyter, statistics, leadership, scikit-learn, numpy, python, SQL, MySQL, Confluence, database queries, A/B testing, classification, matplotlib, PostgreSQL",Data Scientist,Medium
"Excel, ETL, Python, Tableau, pivot tables, reporting",Data Analyst,Easy
"BigQuery, Excel, data visualization, Power BI, pivot tables, Tableau, Tableau Desktop, SQL, business intelligence, data cleaning, Tableau Server, ETL",Data Analyst,Medium
"Docker, incident management, Linux, observability, Go, Python, distributed tracing, runbooks, Git, on-call",Site Reliability Engineer,Medium
"Nmap, threat intelligence, OWASP, Python, Confluence, threat detection, documentation, SIEM, firewalls",Cybersecurity Analyst,Medium
"Prometheus, Jira, Grafana, observability, distributed tracing, toil reduction, Python, Linux, OpenTelemetry, documentation, Git",Site Reliability Engineer,Hard
"IAM, serverless, S3, load balancing, Confluence, Lambda, CDN, AWS",Cloud Engineer,Medium
"Postman, JUnit, Selenium, Cucumber, Pact, test automation, Cypress, BDD, agile",QA Automation Engineer,Medium
